0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
-1.000000000000000000e+00,1.000000000000000000e+00
-1.000000000000000000e+00,-1.000000000000000000e+00
9.499999999999999556e-01,-1.000000000000000000e+00
-8.803999999999999604e-01,9.499999999999999556e-01
-9.499999999999999556e-01,-9.499999999999999556e-01
9.024999999999999689e-01,-9.210000000000000409e-01
-8.678000000000000158e-01,9.024999999999999689e-01
-9.024999999999999689e-01,-9.024999999999999689e-01
8.572999999999999510e-01,-8.944999999999999618e-01
-8.367999999999999883e-01,8.572999999999999510e-01
-8.574000000000000510e-01,-8.574000000000000510e-01
8.144000000000000128e-01,-8.540999999999999703e-01
-8.104000000000000092e-01,8.144000000000000128e-01
-8.145000000000000018e-01,-8.145000000000000018e-01
7.737000000000000544e-01,-8.142000000000000348e-01
-7.728000000000000425e-01,7.737000000000000544e-01
-7.700000000000000178e-01,-7.701000000000000068e-01
7.349999999999999867e-01,-7.737000000000000544e-01
-7.278000000000000025e-01,7.349999999999999867e-01
0.000000000000000000e+00,0.000000000000000000e+00
